S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
6.5,301,64.5,48,31,31,4.7,58.2,74,-1
23.2,321,61.1,48,13811,13811,14.7,56.4,36744,-1
26.2,371,58.5,48,4420,4420,9.6,49.0,15804,0
18.3,395,70.5,48,6298,6298,15.0,54.7,16727,-1
4.8,397,89.6,48,30365,30365,40.0,65.0,90414,-1
21.3,401,61.3,48,17982,17982,15.5,48.4,53026,-1
13.0,493,79.1,48,15755,15755,19.5,56.7,47205,-1
9.7,33,76.2,48,248,248,38.8,55.6,602,-1
18.5,219,72.6,48,8065,8065,13.6,57.9,23273,-1
29.2,315,57.4,48,4457,4457,14.1,43.0,10140,0
27.9,323,55.7,48,16416,16416,11.8,51.2,57471,0
9.5,329,82.1,48,55045,55045,26.8,67.5,159883,-1
14.8,181,73.5,48,47550,47550,20.2,57.7,126146,-1
27.1,297,56.3,48,3586,3586,11.3,43.7,12043,0
15.5,299,72.7,48,8681,8681,26.6,43.2,20195,-1
18.6,363,69.3,48,10441,10441,16.6,52.7,28109,-1
15.9,147,70.4,48,12027,12027,16.2,48.8,33787,-1
12.8,441,71.9,48,49443,49443,24.1,59.6,135371,-1
24.3,447,61.5,48,712,712,20.0,51.5,1541,-1
23.0,455,58.7,48,5934,5934,11.7,41.6,14481,0
11.1,471,75.3,48,21294,21294,20.3,39.2,70818,-1
16.6,499,75.4,48,16122,16122,16.0,44.5,43315,-1
15.1,19,72.7,48,8278,8278,23.8,48.2,21316,-1
12.8,7,76.7,48,9529,9529,19.5,50.0,24832,-1
22.7,75,67.8,48,2282,2282,18.5,43.8,7064,-1
28.3,79,57.8,48,1000,1000,10.5,54.0,2932,0
32.5,255,56.2,48,4303,4303,13.7,44.4,15051,0
29.0,123,60.9,48,7260,7260,13.6,48.9,20474,0
8.3,41,78.4,48,77480,77480,39.6,59.3,214231,-1
29.7,59,60.2,48,5291,5291,16.0,47.4,13660,0
29.9,67,58.2,48,11811,11811,15.3,50.0,30118,0
15.5,165,69.1,48,5716,5716,11.2,60.5,19889,-1
14.6,183,73.3,48,45615,45615,20.4,58.2,123402,-1
15.8,81,65.9,48,1574,1574,20.6,54.8,3238,-1
8.9,91,85.8,48,47253,47253,36.0,58.1,129100,-1
10.2,99,83.1,48,22424,22424,15.4,39.3,75818,-1
10.0,211,71.7,48,1358,1358,22.7,63.1,4152,-1
26.0,225,55.9,48,8328,8328,14.5,40.4,22849,0
16.0,341,72.6,48,6725,6725,13.4,66.9,22016,-1
17.3,349,68.1,48,17326,17326,15.6,54.7,48239,-1
18.1,375,67.5,48,43453,43453,14.8,58.0,121230,-1
33.4,405,56.7,48,3202,3202,12.1,36.2,8403,0
12.7,415,73.6,48,5838,5838,16.6,50.5,17346,-1
18.2,179,67.8,48,7971,7971,12.8,53.7,22962,-1
21.1,313,65.5,48,4174,4174,13.0,36.9,13979,0
11.2,303,75.4,48,110275,110275,28.7,62.1,298042,-1
16.9,237,65.8,48,3075,3075,11.4,43.8,8839,-1
12.5,257,75.4,48,36525,36525,20.7,61.6,114852,-1
6.7,259,84.2,48,13691,13691,39.0,58.5,40306,-1
16.7,35,69.5,48,7027,7027,18.4,51.4,17955,-1
19.7,153,71.9,48,2320,2320,17.4,53.6,5953,-1
12.7,29,76.9,48,627889,627889,27.3,59.7,1892004,-1
25.2,417,66.4,48,1257,1257,27.4,57.6,3348,-1
25.6,427,50.0,48,16320,16320,9.7,47.9,63420,-1
26.2,433,62.7,48,458,458,12.5,52.7,1084,0
19.1,461,50.1,48,1308,1308,11.1,53.9,3575,-1
12.9,21,77.2,48,26015,26015,20.3,54.0,80306,-1
21.2,49,69.4,48,13835,13835,17.8,50.5,37787,-1
25.0,191,57.6,48,1244,1244,12.7,45.6,3102,0
17.0,25,63.5,48,8531,8531,9.2,38.1,32729,-1
17.4,159,71.1,48,3931,3931,19.8,52.3,10639,-1
31.4,163,54.6,48,4530,4530,7.2,45.9,19110,0
17.4,17,58.4,48,2230,2230,14.4,60.1,7098,-1
13.7,71,80.2,48,13320,13320,20.5,56.5,39283,-1
17.1,23,69.9,48,1644,1644,24.8,49.6,3602,-1
10.0,27,80.0,48,116397,116397,24.2,53.8,336506,-1
26.4,61,53.3,48,122188,122188,17.2,50.8,420201,-1
4.2,121,89.1,48,275164,275164,43.4,69.5,781321,1
12.8,113,76.8,48,906179,906179,30.1,64.6,2552213,-1
23.4,177,68.0,48,7018,7018,13.2,57.3,20558,-1
16.4,265,76.2,48,20580,20580,25.9,51.1,50761,-1
19.6,305,66.2,48,2147,2147,17.0,54.7,5785,-1
33.5,311,56.2,48,194,194,20.7,45.5,600,0
16.6,503,69.4,48,7066,7066,19.6,57.8,18166,-1
18.8,505,55.1,48,4457,4457,11.4,51.5,14415,-1
10.0,251,80.5,48,55467,55467,18.5,58.7,160173,-1
10.3,221,81.8,48,21527,21527,26.3,51.0,55418,-1
15.9,223,73.9,48,13287,13287,17.3,55.4,35929,-1
12.1,357,70.9,48,3549,3549,18.3,62.0,10484,-1
7.9,269,73.3,48,101,101,19.8,77.6,289,-1
21.9,89,62.1,48,7603,7603,18.9,57.2,20913,-1
14.0,409,67.3,48,23246,23246,14.3,57.0,66867,-1
18.9,379,68.3,48,4333,4333,10.8,50.6,11246,-1
8.1,381,84.3,48,49118,49118,30.9,67.1,130552,1
19.9,385,60.2,48,1123,1123,21.9,45.2,3358,-1
26.2,411,64.7,48,2135,2135,15.1,51.4,5851,0
19.1,413,65.0,48,1102,1102,20.3,63.0,3122,-1
14.9,431,69.7,48,462,462,21.4,60.0,1139,-1
35.1,507,44.3,48,3536,3536,7.6,48.9,12152,0
12.2,57,75.4,48,7733,7733,16.2,57.0,21821,-1
13.5,65,73.7,48,2292,2292,29.2,61.8,6033,-1
20.9,275,67.1,48,1376,1376,20.5,52.9,3753,-1
15.2,309,70.7,48,88208,88208,22.9,58.8,245720,-1
19.7,73,67.6,48,17885,17885,18.1,51.5,51594,-1
24.4,95,70.0,48,791,791,11.3,30.3,3858,-1
19.3,119,65.9,48,2035,2035,17.4,48.0,5172,-1
42.6,137,44.2,48,634,634,20.6,48.4,2111,-1
31.2,133,58.7,48,6437,6437,12.7,46.4,18278,0
17.6,253,64.7,48,5635,5635,10.9,29.9,19969,-1
17.6,155,68.7,48,562,562,16.7,49.8,1414,-1
20.0,161,69.3,48,7232,7232,11.7,47.2,19646,0
23.4,175,62.9,48,2755,2755,17.6,48.6,7510,0
22.6,193,64.6,48,3157,3157,22.8,53.4,8220,-1
19.0,335,62.1,48,2639,2639,11.8,38.4,8774,-1
22.1,449,65.9,48,10675,10675,15.8,59.2,32664,-1
24.4,45,70.5,48,664,664,21.9,55.7,1591,-1
23.3,285,71.5,48,7684,7684,17.4,56.4,19859,-1
18.2,291,73.6,48,25974,25974,9.3,46.3,79884,-1
11.3,243,66.3,48,1007,1007,36.3,48.5,2236,-1
36.2,247,50.0,48,1587,1587,11.3,43.0,5262,0
35.9,249,54.8,48,13614,13614,11.3,52.7,41318,-1
7.4,339,85.6,48,186861,186861,33.7,61.0,535187,1
16.7,111,68.2,48,2432,2432,12.4,66.7,7207,-1
32.6,127,57.9,48,3476,3476,10.1,47.5,10822,0
27.4,479,58.1,48,72379,72379,17.4,54.6,269624,-1
4.4,157,91.2,48,222331,222331,45.7,63.3,711421,1
12.0,11,74.5,48,702,702,23.6,62.1,1929,-1
20.3,69,66.1,48,2462,2462,13.4,56.5,7891,-1
20.1,445,63.5,48,4142,4142,12.8,47.3,12755,0
23.2,331,62.9,48,9437,9437,15.0,50.2,24479,0
23.0,93,62.3,48,5107,5107,18.6,50.9,13492,-1
29.3,145,55.6,48,5405,5405,12.1,41.0,17289,0
32.7,47,54.9,48,2022,2022,14.7,45.7,7251,0
16.3,15,72.0,48,11021,11021,22.3,58.4,29292,-1
56.6,261,36.2,48,152,152,6.5,44.9,564,-1
14.3,355,76.3,48,128857,128857,20.9,59.2,358484,-1
20.0,197,64.6,48,1533,1533,14.4,53.5,3990,-1
11.4,497,73.8,48,21691,21691,17.2,56.5,63247,-1
11.9,235,70.4,48,648,648,14.8,57.7,1592,-1
13.2,273,73.8,48,10958,10958,24.1,55.0,31540,-1
32.0,489,51.1,48,5737,5737,9.0,37.8,21839,0
9.0,139,81.6,48,54725,54725,22.1,63.0,164092,-1
19.0,239,65.2,48,5232,5232,18.3,59.6,14756,-1
21.5,343,72.4,48,5024,5024,16.0,50.5,12530,-1
15.4,361,74.3,48,32272,32272,15.7,56.2,83909,-1
23.1,429,63.2,48,3361,3361,16.8,49.5,9365,0
19.1,495,68.8,48,2524,2524,10.7,56.3,7777,-1
11.7,201,78.8,48,1562813,1562813,30.5,63.6,4525519,-1
11.9,3,81.8,48,5413,5413,9.8,63.3,17577,-1
12.6,53,71.9,48,16545,16545,24.1,53.8,45017,-1
15.3,171,76.5,48,10795,10795,33.4,55.0,25939,-1
9.8,27,80.5,49,4235,4235,21.4,60.6,12651,-1
11.2,25,74.3,49,2514,2514,27.0,54.7,7246,-1
4.4,43,91.4,49,14781,14781,53.5,70.9,39731,1
8.1,19,80.4,49,3873,3873,27.8,63.5,9544,1
16.5,31,72.3,49,516,516,22.7,42.8,1860,-1
7.0,33,76.2,49,601,601,22.8,41.0,2307,-1
5.0,51,89.4,49,9040,9040,38.7,68.9,29306,1
14.3,1,77.0,49,2313,2313,18.5,58.0,6414,-1
10.9,3,82.3,49,17035,17035,22.7,60.2,52182,-1
7.6,21,81.2,49,15575,15575,28.7,58.1,48504,-1
11.1,39,77.5,49,8366,8366,19.2,48.7,28892,-1
11.0,41,78.2,49,7171,7171,16.8,56.3,20961,-1
3.6,49,85.9,49,155664,155664,39.4,64.9,576496,1
8.2,57,82.4,49,81298,81298,24.0,63.6,244101,-1
7.2,45,87.6,49,19562,19562,22.6,64.1,63357,-1
7.8,53,84.1,49,52385,52385,28.1,53.6,155577,-1
11.9,13,80.8,49,6650,6650,14.5,57.6,20259,-1
36.8,37,50.8,49,4019,4019,17.3,48.0,15193,0
6.5,35,83.6,49,363058,363058,33.6,68.1,1106700,1
12.3,47,80.4,49,10616,10616,14.3,59.4,36343,-1
1.2,9,90.5,49,168,168,9.3,51.9,702,-1
4.6,11,89.5,49,101422,101422,36.2,66.1,334977,-1
11.9,55,79.1,49,990,990,26.0,58.2,2700,-1
14.1,7,76.1,49,7841,7841,15.7,57.0,20512,-1
13.8,15,76.5,49,3564,3564,15.0,53.5,10410,-1
4.2,29,92.4,49,3236,3236,40.0,62.2,11014,-1
5.6,5,84.8,49,36829,36829,36.9,65.4,120288,1
10.4,17,76.5,49,1756,1756,21.1,55.2,5020,-1
10.3,23,79.5,49,3287,3287,16.8,61.9,10694,-1
14.4,21,76.3,50,25160,25160,30.0,59.9,59676,-1
19.6,19,72.4,50,11498,11498,22.0,55.0,26951,-1
9.1,13,81.7,50,2952,2952,38.3,63.9,6950,1
15.1,17,75.8,50,12275,12275,30.0,63.8,28901,1
7.6,7,85.6,50,64906,64906,49.6,66.7,160985,1
11.3,15,80.2,50,10401,10401,37.6,65.6,25191,1
12.3,27,80.5,50,24121,24121,36.0,60.4,55485,1
14.6,11,78.8,50,18649,18649,24.7,66.1,48816,1
17.2,5,71.7,50,12094,12094,27.9,57.5,30576,-1
12.1,25,76.6,50,19059,19059,37.0,60.1,43332,-1
12.6,3,78.5,50,15280,15280,34.3,58.9,36054,1
13.3,1,79.3,50,14701,14701,36.7,63.8,36825,1
23.5,9,69.4,50,2720,2720,14.7,53.3,6203,-1
13.1,23,80.3,50,24719,24719,40.5,65.3,58691,-1
9.7,87,83.7,51,126115,126115,42.1,65.6,324073,1
21.3,89,66.0,51,22161,22161,12.8,48.1,51956,-1
8.4,99,83.6,51,8972,8972,34.2,63.5,25564,1
16.2,101,67.5,51,6079,6079,19.0,64.2,16329,-1
18.7,103,71.3,51,5081,5081,31.9,46.5,10848,-1
30.7,105,50.9,51,9278,9278,11.1,37.0,24428,0
14.5,109,73.2,51,13451,13451,23.2,57.6,34813,-1
13.6,115,75.0,51,3766,3766,26.9,54.3,8830,-1
20.4,119,65.5,51,4522,4522,22.1,47.1,10710,-1
25.4,147,65.1,51,7281,7281,24.9,45.5,22903,-1
11.4,149,79.4,51,11298,11298,23.0,48.8,37704,-1
25.3,159,63.0,51,3250,3250,13.4,43.0,8873,0
19.1,165,72.7,51,30503,30503,24.8,61.6,78653,-1
29.9,169,60.8,51,8976,8976,13.3,45.5,22290,0
7.3,177,86.3,51,43279,43279,30.4,63.8,130159,1
16.9,181,61.1,51,2773,2773,19.1,55.3,6670,-1
24.7,11,60.6,51,5948,5948,20.6,55.2,15462,-1
16.0,43,72.8,51,5568,5568,31.5,60.2,14331,-1
21.0,67,67.9,51,23203,23203,20.7,54.4,56277,-1
29.8,97,54.2,51,2811,2811,18.9,54.2,7052,-1
30.4,117,57.5,51,11785,11785,18.2,49.4,30959,0
9.5,121,84.4,51,35577,35577,46.3,55.8,97692,-1
8.7,127,78.1,51,7555,7555,26.9,61.2,20523,-1
18.8,15,70.6,51,28790,28790,23.4,56.8,74390,-1
21.9,49,55.0,51,3972,3972,16.7,59.6,9797,-1
28.7,51,58.8,51,6096,6096,9.3,36.7,15181,0
11.0,75,80.2,51,8257,8257,38.9,57.1,22148,-1
33.4,83,54.1,51,14084,14084,15.9,50.5,35030,0
3.4,107,93.2,51,121299,121299,59.8,72.7,374558,-1
16.4,113,70.0,51,5107,5107,26.9,57.5,13108,-1
4.0,153,91.9,51,139306,139306,39.8,68.1,450763,-1
11.8,161,80.7,51,38434,38434,34.7,59.1,93419,-1
19.1,175,66.9,51,6664,6664,19.0,52.6,18089,-1
25.3,91,68.4,51,1163,1163,25.0,46.6,2213,-1
26.6,25,57.8,51,6048,6048,13.1,45.2,16435,0
17.7,33,68.6,51,10815,10815,19.2,55.8,29889,-1
12.5,73,80.1,51,14746,14746,22.8,58.0,37035,-1
24.6,131,62.7,51,5177,5177,23.2,49.6,11998,-1
27.6,141,62.8,51,7713,7713,14.3,48.6,17958,0
7.5,145,85.2,51,9974,9974,28.4,54.1,28364,-1
25.0,163,67.9,51,9160,9160,25.8,54.0,22440,-1
18.6,171,71.8,51,17262,17262,19.2,58.1,42854,-1
9.4,61,84.5,51,23981,23981,35.3,64.4,68406,1
27.6,36,56.6,51,2899,2899,12.8,55.5,7022,0
13.9,47,78.6,51,16837,16837,23.4,60.6,49795,1
17.6,53,70.0,51,10347,10347,16.6,58.6,28033,-1
11.6,79,79.4,51,7260,7260,26.7,61.3,19213,1
9.1,85,84.0,51,38208,38208,37.9,65.6,103218,1
33.0,111,56.0,51,4480,4480,10.6,45.9,12369,0
12.3,137,75.4,51,13470,13470,25.6,56.1,35265,-1
27.8,595,57.8,51,2119,2119,15.3,44.6,5495,0
24.3,197,65.1,51,11892,11892,18.3,54.5,29048,-1
8.0,550,86.7,51,83031,83031,31.5,58.7,235410,-1
18.2,570,73.1,51,7092,7092,23.6,54.5,17582,-1
12.0,660,72.6,51,16848,16848,34.9,57.5,53064,-1
8.7,3,83.4,51,40015,40015,52.3,59.1,105105,-1
18.7,21,69.0,51,2561,2561,14.2,45.8,6524,-1
17.2,19,72.7,51,30927,30927,28.3,58.0,77319,-1
14.0,23,75.7,51,13238,13238,28.3,58.7,33149,-1
22.2,29,60.0,51,5705,5705,11.4,46.3,17048,0
17.0,680,71.1,51,28150,28150,33.6,54.2,79237,-1
5.8,199,89.8,51,24333,24333,43.6,57.0,67196,-1
15.8,760,71.2,51,89238,89238,37.5,59.2,220892,-1
23.1,690,63.7,51,5740,5740,20.9,51.7,13256,-1
18.3,125,62.6,51,6523,6523,30.8,57.5,14863,-1
26.3,57,55.8,51,4470,4470,18.9,58.9,11083,-1
23.9,143,62.8,51,26687,26687,14.1,54.2,61970,-1
18.4,720,63.5,51,1786,1786,17.0,50.6,4043,-1
16.7,790,72.3,51,10477,10477,33.8,58.5,24273,-1
9.6,65,82.2,51,9794,9794,32.3,56.7,26109,-1
16.5,7,70.9,51,4699,4699,14.5,59.6,12802,1
15.4,750,76.4,51,5503,5503,34.4,47.3,17380,-1
19.0,840,71.8,51,10520,10520,32.5,61.0,27516,-1
22.3,1,62.8,51,13528,13528,19.6,51.7,32840,-1
26.6,45,63.5,51,2344,2344,19.2,52.7,5131,-1
24.6,63,68.2,51,6434,6434,19.4,56.1,15594,-1
23.0,71,72.7,51,7088,7088,17.0,54.7,16867,-1
28.3,77,62.3,51,6653,6653,12.8,48.9,15708,0
30.2,135,57.8,51,5633,5633,13.7,43.5,15537,0
15.4,157,72.5,51,3131,3131,33.6,57.5,7359,-1
20.7,195,66.5,51,15104,15104,13.9,40.9,39539,-1
20.5,520,71.9,51,7418,7418,23.0,51.2,17077,-1
28.5,580,61.3,51,2399,2399,14.6,46.7,5675,0
15.5,740,74.1,51,36616,36616,21.9,55.5,95536,-1
9.2,830,82.7,51,4649,4649,55.2,46.6,14817,-1
6.4,810,86.8,51,167731,167731,34.8,61.1,450057,1
23.0,5,65.9,51,6866,6866,15.8,48.2,15489,0
26.9,35,63.0,51,12517,12517,14.5,53.5,29767,0
27.2,640,63.4,51,2837,2837,10.3,51.9,6788,0
20.0,191,71.7,51,22388,22388,23.4,52.6,54457,-1
19.0,193,71.9,51,7412,7412,21.1,52.9,17596,-1
18.0,133,70.2,51,5774,5774,26.4,44.5,12254,-1
26.7,139,62.0,51,9467,9467,13.2,54.6,23694,0
21.2,155,65.3,51,14577,14577,18.5,53.5,34330,-1
11.8,187,79.6,51,14190,14190,20.9,60.0,38991,1
5.4,510,88.7,51,68663,68663,61.8,73.9,154710,-1
24.8,590,64.4,51,18517,18517,18.9,50.2,41911,-1
9.4,630,80.3,51,10419,10419,42.9,64.4,28135,1
10.7,650,79.6,51,53555,53555,25.6,56.3,136255,-1
24.8,9,62.6,51,12110,12110,19.9,55.0,31819,-1
5.1,13,90.2,51,102310,102310,74.1,74.3,229534,-1
22.0,17,67.0,51,1847,1847,15.9,57.9,4458,-1
26.8,670,63.1,51,9123,9123,15.1,54.8,22353,0
31.8,27,59.4,51,9022,9022,10.8,35.0,22611,0
11.1,700,77.8,51,68665,68665,24.8,57.3,180775,-1
12.0,69,76.6,51,30495,30495,27.7,64.1,83784,-1
4.5,179,91.8,51,45345,45345,38.7,63.0,141159,-1
24.6,185,67.5,51,17330,17330,15.2,45.9,42689,-1
30.2,530,64.6,51,2606,2606,16.3,53.3,6495,-1
3.2,610,91.7,51,5308,5308,78.1,71.7,13843,-1
4.5,685,88.7,51,4778,4778,31.4,67.9,16117,-1
23.0,730,62.3,51,13262,13262,17.5,51.3,32037,-1
9.2,735,87.0,51,4583,4583,41.5,60.6,12022,-1
26.1,183,60.4,51,3388,3388,11.7,26.7,11595,-1
3.4,600,93.2,51,8499,8499,56.9,67.3,23580,-1
18.6,820,67.5,51,9128,9128,22.3,58.4,21620,-1
7.1,683,87.6,51,12540,12540,29.7,69.4,41379,1
17.4,770,70.5,51,42333,42333,23.2,59.4,99572,-1
12.9,775,76.3,51,9997,9997,27.7,58.8,25521,-1
11.2,800,77.5,51,32331,32331,27.2,59.9,88057,-1
11.8,710,79.2,51,87249,87249,27.3,51.8,245752,-1
35.5,37,53.3,51,4493,4493,11.9,49.9,12176,0
7.4,41,87.5,51,120907,120907,38.4,65.0,335594,1
3.8,59,92.4,51,393380,393380,60.7,67.7,1142004,-1
22.3,81,55.1,51,3649,3649,7.5,40.7,11606,0
14.4,93,73.6,51,14157,14157,26.9,59.1,36090,-1
8.4,95,85.5,51,28410,28410,47.9,55.1,73028,-1
30.8,167,57.6,51,11102,11102,13.6,44.0,27725,0
19.1,620,66.2,51,3470,3470,25.3,53.8,8334,-1
24.4,173,65.7,51,12829,12829,14.5,49.4,31298,0
10.1,540,78.6,51,18408,18408,51.4,61.3,46487,-1
22.9,678,65.8,51,1935,1935,38.5,33.7,7113,-1
19.6,31,71.3,51,22608,22608,21.5,58.4,55158,-1
19.6,33,73.5,54,27542,27542,22.6,54.7,68438,-1
20.0,69,67.0,54,17846,17846,30.8,56.0,42906,-1
26.3,85,67.3,54,3825,3825,9.3,45.4,10005,0
25.6,13,66.5,54,2808,2808,10.6,36.9,7450,0
17.2,65,74.6,54,7118,7118,18.0,48.5,17510,-1
24.8,43,69.7,54,8046,8046,8.9,42.1,21241,-1
20.5,81,73.7,54,31069,31069,18.6,46.2,77097,-1
30.9,7,60.9,54,5498,5498,15.7,44.8,14345,0
15.3,79,72.9,54,21734,21734,24.9,56.9,56644,-1
21.0,1,67.3,54,6293,6293,15.3,46.5,16790,0
24.6,5,70.5,54,9298,9298,7.9,37.4,23236,-1
31.3,47,60.0,54,7702,7702,4.9,25.3,19707,-1
26.6,99,63.5,54,16305,16305,13.0,43.2,41063,0
28.2,109,64.0,54,9169,9169,9.3,35.0,22130,0
25.7,35,65.2,54,11149,11149,16.2,47.5,29123,0
23.4,55,65.1,54,25019,25019,19.8,45.4,60963,-1
20.7,97,69.9,54,9341,9341,18.1,48.8,24604,-1
30.7,101,64.9,54,3690,3690,10.5,41.9,8637,0
12.3,3,79.2,54,42456,42456,20.7,59.8,111610,-1
21.9,19,70.6,54,17697,17697,14.7,44.3,44602,-1
31.7,23,65.3,54,4372,4372,14.5,50.0,11673,0
39.6,27,54.9,54,9676,9676,12.6,47.9,23412,0
27.2,89,54.7,54,5482,5482,14.5,39.3,13210,0
19.0,9,67.9,54,9961,9961,19.9,53.5,23067,-1
22.4,17,63.6,54,2662,2662,14.9,39.2,8570,0
23.3,25,68.9,54,15255,15255,20.3,47.7,35523,-1
22.4,31,69.8,54,5561,5561,14.4,57.1,13812,-1
18.1,49,75.6,54,22718,22718,22.0,54.1,56575,-1
33.7,57,61.9,54,11274,11274,12.7,49.6,27421,0
25.3,59,67.2,54,10910,10910,9.2,36.0,25150,0
20.1,29,69.4,54,12760,12760,17.9,54.3,29921,-1
20.9,41,68.1,54,6586,6586,13.4,47.3,16371,0
21.3,51,68.6,54,12695,12695,17.1,49.2,32006,-1
20.8,67,68.6,54,10671,10671,14.7,47.0,25496,0
27.0,75,68.2,54,3647,3647,17.8,48.5,8574,-1
22.2,93,71.6,54,2951,2951,14.8,48.2,7035,-1
25.0,95,66.1,54,3563,3563,13.6,43.1,8949,0
26.4,83,66.1,54,11391,11391,17.7,47.6,29152,-1
27.6,87,60.6,54,5815,5815,11.4,41.0,14348,0
23.3,91,71.4,54,6616,6616,18.6,49.6,16977,-1
20.0,105,65.9,54,2427,2427,7.5,43.6,5800,-1
16.4,107,76.7,54,36110,36110,21.5,52.8,86016,-1
30.2,15,66.2,54,3365,3365,9.0,35.2,8901,0
26.6,21,60.3,54,2703,2703,16.0,35.2,8305,0
26.4,53,63.5,54,11079,11079,11.0,42.0,27000,0
11.3,61,82.2,54,38410,38410,39.8,56.1,103715,-1
28.8,63,58.8,54,5815,5815,14.5,46.8,13517,0
17.1,73,73.7,54,2868,2868,13.8,47.6,7527,-1
27.1,103,65.1,54,5979,5979,11.8,41.5,15793,0
17.3,11,68.2,54,40239,40239,25.7,50.0,96100,-1
10.0,37,79.5,54,20808,20808,30.5,61.3,55673,1
16.4,39,74.7,54,80267,80267,25.3,53.2,187827,-1
22.2,45,73.2,54,13978,13978,8.7,38.0,34428,-1
32.0,71,57.5,54,3032,3032,13.9,45.2,7138,0
19.2,77,73.0,54,12420,12420,15.0,48.3,33760,-1
10.4,57,83.7,53,47341,47341,25.6,55.5,121725,-1
16.8,65,71.7,53,17534,17534,18.6,46.7,43858,-1
9.9,63,83.3,53,194995,194995,29.4,56.4,490764,-1
11.0,43,78.2,53,4416,4416,22.9,48.9,10344,-1
12.6,7,74.5,53,27383,27383,26.3,57.5,75138,-1
12.8,15,78.7,53,40668,40668,16.1,51.6,103590,-1
22.4,19,65.3,53,3056,3056,17.5,38.8,7568,-1
15.6,39,75.4,53,8247,8247,25.8,47.2,21172,-1
10.0,31,85.1,53,13903,13903,39.9,41.7,30524,-1
6.7,35,88.4,53,100484,100484,31.8,53.0,258903,-1
6.0,33,88.8,53,851077,851077,50.3,66.1,2118119,-1
16.4,49,76.0,53,8786,8786,17.0,38.9,20940,-1
14.4,51,68.2,53,5637,5637,20.1,40.5,13066,-1
6.8,55,85.1,53,7718,7718,48.3,53.4,16221,-1
18.9,59,73.1,53,4713,4713,23.2,51.7,11498,-1
6.3,75,83.0,53,17657,17657,48.4,53.7,47794,-1
16.9,77,73.3,53,81720,81720,15.9,57.3,248279,-1
13.0,9,81.3,53,32280,32280,25.0,45.1,73439,-1
14.1,41,75.4,53,30036,30036,15.4,48.6,76012,-1
9.3,17,78.3,53,14706,14706,18.3,59.2,40585,-1
15.1,27,78.8,53,28070,28070,15.2,46.6,71454,-1
6.9,29,87.7,53,34027,34027,32.4,48.1,80323,-1
9.0,53,84.0,53,312839,312839,26.0,57.6,845193,-1
13.5,69,78.8,53,1823,1823,17.1,34.5,4105,-1
15.3,21,73.7,53,25835,25835,16.3,62.2,89124,-1
10.9,71,80.0,53,22391,22391,29.1,54.8,59862,-1
14.6,25,75.5,53,30512,30512,16.7,57.8,93420,-1
8.9,73,85.4,53,83475,83475,33.8,58.6,212738,1
6.8,61,87.6,53,284477,284477,31.3,63.5,771904,1
19.2,47,70.4,53,17075,17075,18.3,51.1,41377,-1
8.4,37,82.6,53,17648,17648,35.0,56.6,43726,-1
8.6,67,85.5,53,106229,106229,34.4,56.5,269885,-1
10.8,5,81.1,53,70363,70363,30.0,58.8,190529,-1
16.4,13,76.5,53,1759,1759,26.5,48.4,3999,-1
6.5,11,87.5,53,167717,167717,29.0,59.8,457474,-1
12.4,3,77.5,53,9235,9235,21.4,53.9,22259,-1
23.0,1,63.5,53,5824,5824,13.6,58.8,19261,-1
12.9,23,73.1,53,1007,1007,23.0,52.3,2226,-1
12.9,45,80.4,53,23034,23034,17.8,45.1,61569,-1
18.1,15,72.1,56,5328,5328,24.4,55.5,13479,-1
8.8,41,84.1,56,7705,7705,17.4,62.6,20758,-1
12.3,43,77.4,56,3490,3490,21.0,58.5,8253,-1
14.9,17,76.1,56,2246,2246,21.6,59.2,4741,-1
13.9,13,72.3,56,15167,15167,23.3,59.8,40354,-1
6.1,35,84.8,56,3197,3197,25.4,69.4,10037,-1
17.1,45,71.6,56,3182,3182,19.8,59.3,7117,-1
6.6,5,86.5,56,17588,17588,18.5,71.1,48116,-1
8.2,23,77.4,56,7063,7063,20.5,64.3,18791,-1
20.4,19,70.2,56,3778,3778,26.8,63.3,8562,-1
11.1,25,79.0,56,32984,32984,22.8,65.1,81023,-1
8.5,21,83.0,56,38447,38447,28.7,61.3,97031,1
9.0,9,77.2,56,5630,5630,18.2,62.7,14166,-1
14.2,27,67.8,56,982,982,18.3,50.3,2479,-1
4.6,39,84.0,56,8795,8795,54.1,76.9,22923,-1
7.9,37,83.8,56,16269,16269,22.2,67.3,44527,-1
17.6,31,69.8,56,3740,3740,22.6,60.3,8703,-1
14.1,33,81.2,56,13130,13130,31.3,60.7,29964,-1
13.3,3,72.3,56,4481,4481,19.2,56.9,11920,-1
10.0,11,71.3,56,3010,3010,20.7,62.8,7347,-1
9.5,29,81.7,56,11811,11811,32.2,62.5,29276,1
5.5,1,81.5,56,16009,16009,49.8,65.5,37944,1
16.6,7,74.2,56,6205,6205,20.9,60.9,15689,1
21.2,23,70.2,55,6610,6610,16.8,56.5,16313,-1
16.2,71,75.1,55,34119,34119,19.7,63.0,79680,-1
12.3,93,78.9,55,15302,15302,27.7,69.6,41226,1
13.4,117,80.5,55,47532,47532,23.8,64.7,115094,-1
20.0,3,69.7,55,6504,6504,21.7,58.1,15779,-1
