0,1,S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
5.588036,-3.8200588,18.6,99,68.5,18,17249,17249,19.8,59.0,46752,-1
5.503422,2.935075,22.8,155,65.7,18,4259,4259,8.7,53.1,10617,-1
-4.006008,-3.4590592,15.2,163,75.6,18,74923,74923,26.2,59.3,181831,-1
4.0842586,-2.2892175,17.3,17,70.7,18,14840,14840,13.4,56.2,38248,-1
5.324672,0.5303198,23.0,55,67.7,18,12653,12653,14.5,54.6,32431,-1
-9.177004,1.257437,16.0,97,74.7,18,367215,367215,29.7,61.7,939964,-1
4.805866,2.8725965,20.7,41,62.8,18,9410,9410,11.1,51.4,23426,0
4.024565,-4.635535,17.2,21,73.1,18,10680,10680,16.6,58.6,26375,1
3.652183,-6.4368277,15.0,171,73.5,18,3395,3395,19.4,60.3,8269,1
1.7360349,-0.17093213,17.7,165,73.3,18,6533,6533,13.0,50.9,15644,-1
3.2946064,-7.320113,14.5,179,74.8,18,10944,10944,18.6,63.1,27832,1
6.652591,0.6095066,22.2,119,65.0,18,8551,8551,12.7,55.7,20957,-1
4.5105596,4.4378066,25.9,121,64.6,18,6112,6112,12.6,48.8,17062,0
4.0917645,-2.4133627,17.6,135,70.9,18,10495,10495,13.7,57.0,25203,-1
3.0645552,-5.7953234,15.8,137,74.0,18,11150,11150,18.2,60.7,28372,1
6.7968493,-2.262966,21.7,147,69.1,18,8101,8101,15.9,59.6,20610,-1
-6.656194,-2.3905284,11.9,3,78.9,18,142696,142696,27.5,62.5,367747,-1
6.1196575,-4.4555235,17.8,31,67.3,18,10354,10354,19.7,62.6,26480,-1
-1.860243,-3.9079592,14.2,35,74.3,18,46304,46304,23.9,55.0,115938,-1
-0.750583,-7.6871223,15.0,43,75.1,18,29046,29046,28.4,62.7,76481,-1
2.1153362,-2.4835596,16.6,77,73.4,18,12677,12677,17.4,54.4,32293,-1
6.2024903,-1.4580259,19.5,79,68.1,18,10753,10753,10.7,58.8,27840,-1
-4.9922657,-6.4589005,9.4,81,82.3,18,54867,54867,30.9,64.1,149359,1
2.131633,-0.8087621,15.5,103,71.5,18,13465,13465,12.6,52.5,36035,-1
1.328283,-5.55048,12.2,109,76.4,18,25805,25805,16.1,60.2,69533,-1
2.7529192,-6.0849347,15.0,51,75.8,18,13336,13336,16.8,60.8,33596,1
-6.4753036,-6.6442113,8.4,105,80.6,18,55014,55014,45.8,57.9,144436,-1
3.689179,-1.8302686,17.9,45,71.6,18,6987,6987,14.4,55.2,16620,-1
3.2953007,-6.0277076,16.4,127,71.6,19,15541,15541,19.6,61.1,40476,-1
7.6587954,-3.7153265,22.6,43,69.3,19,7625,7625,15.7,63.4,17711,-1
6.6769724,-5.7948637,19.7,131,72.0,19,4302,4302,17.1,61.7,10663,1
4.364698,-4.3869376,16.6,137,72.8,19,4614,4614,16.1,58.7,10239,1
-2.8100893,-9.408814,10.2,181,82.1,19,18621,18621,30.4,67.8,48630,1
0.34178033,-9.024993,11.5,15,76.5,19,10998,10998,24.2,64.8,26381,1
3.2324684,-6.7802587,16.8,71,75.4,19,2997,2997,20.8,59.8,6985,1
2.3823202,-8.435797,16.8,79,72.0,19,6367,6367,23.5,63.9,15201,-1
3.8742173,-5.199899,16.9,151,75.1,19,3191,3191,15.7,59.8,6972,1
5.61083,-3.7902482,18.9,173,70.7,19,2694,2694,14.3,61.0,6214,1
5.5668216,-5.9372754,18.2,175,72.3,19,5309,5309,16.1,62.1,12497,1
7.3575206,1.1936084,23.8,177,64.1,19,2877,2877,13.8,56.4,7308,0
7.112852,-3.9281821,21.3,195,69.5,19,3179,3179,15.2,62.0,7502,-1
5.879902,-0.13203056,22.1,159,68.7,19,2063,2063,20.1,54.5,4986,-1
2.1509514,-6.703153,17.1,33,73.6,19,19201,19201,22.2,62.3,43134,-1
5.707119,-8.201356,19.6,67,72.9,19,6924,6924,20.9,64.7,15904,-1
5.146383,-6.0242057,18.6,65,73.1,19,8315,8315,19.8,61.3,20139,-1
5.707701,-7.2402396,17.1,85,71.8,19,6068,6068,17.8,64.3,14196,1
3.652395,-7.0028896,15.0,73,72.9,19,3912,3912,20.6,61.7,9046,1
6.5385633,-6.04507,19.8,89,71.3,19,3883,3883,14.6,65.0,9321,-1
1.7362086,-10.013629,14.3,149,79.0,19,10083,10083,20.7,67.0,25027,1
4.58523,-8.71222,17.6,19,75.3,19,8212,8212,19.0,65.0,21101,1
6.296639,-4.6856666,19.8,83,71.1,19,7183,7183,20.7,61.0,17239,-1
3.4911973,-7.350081,15.6,109,74.8,19,6674,6674,19.7,62.7,15166,1
4.4257298,-6.5424037,17.7,115,76.1,19,4364,4364,14.9,62.2,11238,1
4.321892,-4.3560023,16.7,117,72.1,19,3703,3703,16.9,58.9,8600,1
0.9809522,-10.465646,11.7,119,80.0,19,4489,4489,21.7,68.5,11745,1
1.4026579,-8.0908575,14.1,129,78.7,19,5601,5601,22.8,62.7,14933,1
5.150265,-4.270186,19.0,133,71.9,19,4047,4047,16.2,59.1,8865,-1
2.4311268,-8.398854,15.1,139,75.9,19,16414,16414,21.1,65.0,42923,1
3.7376926,-5.9530745,16.4,189,72.7,19,4590,4590,20.8,59.9,10545,-1
1.4334542,-9.632779,14.8,147,74.6,19,3823,3823,25.6,66.0,9110,1
3.9503577,-7.511218,14.1,39,74.5,19,3870,3870,17.2,63.4,9267,1
8.546119,0.011841766,28.2,51,62.6,19,3255,3255,17.8,60.6,8834,-1
-1.5918316,-9.040523,11.3,59,79.0,19,8039,8039,29.5,64.7,17000,1
5.353113,-7.445476,19.5,93,74.2,19,3043,3043,19.7,63.8,6965,1
-7.884505,-8.083999,6.3,103,86.9,19,57423,57423,52.7,69.2,144425,1
3.503921,-3.7366629,17.8,179,71.9,19,14531,14531,18.4,57.8,35321,-1
3.6358829,-8.163834,16.4,143,77.3,19,2617,2617,17.7,65.9,6149,1
-8.7263155,-2.4974058,9.1,153,82.2,19,181316,181316,35.3,69.1,467235,1
4.13854,-7.9682617,18.3,165,75.4,19,5055,5055,21.2,63.7,11772,1
5.218531,-0.111945026,21.2,7,67.0,19,5407,5407,18.2,54.7,12547,-1
2.952593,-5.077927,16.3,87,74.2,19,7772,7772,19.9,58.4,19865,-1
2.7249174,-3.1253145,18.7,187,73.1,19,15067,15067,20.4,55.5,36945,-1
-7.082309,-8.344799,5.7,169,82.4,19,37106,37106,50.6,63.0,95888,-1
6.004426,-2.6967704,20.7,3,69.9,19,1654,1654,17.3,58.2,3785,-1
5.3899665,-6.3240867,16.2,1,72.1,19,3210,3210,15.7,63.3,7192,1
6.176665,-3.4803364,19.2,9,69.3,19,2679,2679,13.7,61.2,5711,-1
5.1772695,-6.993827,18.3,37,74.2,19,5298,5298,15.5,65.2,12140,1
5.07459,-6.712714,17.6,63,72.1,19,4133,4133,20.6,62.3,9661,1
3.4046655,-7.500326,16.8,77,74.9,19,4393,4393,21.1,62.7,10664,1
6.2608085,-6.547887,17.9,81,69.9,19,4809,4809,20.7,64.0,10971,-1
1.6751964,-8.194031,13.4,41,76.8,19,7264,7264,21.7,63.2,16387,1
3.037262,-5.4639306,18.5,45,73.9,19,19877,19877,19.2,60.1,47587,-1
4.8174415,-6.591466,18.7,91,73.9,19,4221,4221,20.2,62.0,9586,1
1.5611949,-9.363624,15.2,121,76.2,19,6357,6357,23.5,65.8,15720,1
7.3181005,-0.8657055,23.7,53,64.8,19,3172,3172,21.5,57.4,8105,-1
0.6691077,-9.166345,15.2,125,76.1,19,13098,13098,26.1,65.4,33127,1
3.0197823,-8.8836565,15.5,183,74.4,19,8669,8669,21.1,65.2,22095,1
5.2980185,-2.676306,20.4,197,71.3,19,5579,5579,17.5,57.7,12864,-1
-1.4432075,-10.41549,12.1,167,82.9,19,12113,12113,27.5,71.4,34692,-1
6.7121434,-1.5756345,23.2,69,69.0,19,4232,4232,16.1,58.6,10326,-1
5.8804817,-5.666766,18.2,29,70.6,19,6053,6053,19.6,61.3,13327,-1
3.3016198,-8.016914,16.6,35,78.6,19,5227,5227,19.5,64.0,11577,1
4.216224,-2.1777859,19.0,25,71.5,19,4229,4229,19.0,55.1,9814,-1
3.589247,-9.341503,19.3,27,74.0,19,8675,8675,22.5,66.7,20428,-1
6.8235936,-2.8805437,20.9,47,67.4,19,6389,6389,13.0,61.2,17131,-1
6.7858844,-3.6942952,21.6,107,69.9,19,4471,4471,18.1,60.3,10223,1
2.4950297,-6.021388,16.2,57,74.7,19,16772,16772,19.8,60.8,39876,-1
1.4080502,-10.424027,14.5,31,79.0,19,7546,7546,22.4,67.4,18368,1
4.985437,-5.3825555,15.9,135,70.7,19,3347,3347,15.8,61.1,7912,1
4.0374312,-6.506104,14.7,171,72.9,19,6675,6675,16.5,62.3,17236,1
4.1319237,-9.08861,16.5,55,75.3,19,6926,6926,16.9,68.3,17326,1
-2.7843738,-6.604343,13.2,101,80.1,19,6872,6872,33.4,55.9,17945,-1
7.684501,2.6888616,27.4,185,66.5,19,2631,2631,13.8,55.9,6405,-1
8.079209,-2.692833,23.4,5,67.8,19,6037,6037,17.5,62.0,13940,-1
-6.052368,-4.8350377,10.9,113,81.6,19,89061,89061,32.3,67.6,220008,1
-5.082581,-4.1886277,15.7,163,77.2,19,67100,67100,31.9,62.1,171493,-1
-7.1992464,-9.005205,6.1,49,87.5,19,31363,31363,49.1,73.4,80864,1
-0.41797483,-9.423947,14.5,17,78.0,19,9445,9445,29.0,64.7,24741,1
4.2559896,-7.3042507,16.4,161,73.9,19,4372,4372,19.8,62.8,9936,1
1.387386,-7.770522,15.5,123,76.8,19,8955,8955,23.8,62.2,22301,1
1.9720494,-9.834244,13.9,21,78.2,19,7561,7561,20.1,68.0,20369,1
4.2680016,-8.965829,14.8,95,73.0,19,6766,6766,20.2,67.0,16231,1
2.5567198,-5.1744165,15.6,99,74.6,19,14533,14533,18.1,59.1,36789,-1
5.2527795,-8.618455,16.3,141,72.4,19,6101,6101,19.8,66.9,13944,1
2.555608,-9.026486,14.7,11,74.6,19,10187,10187,22.0,65.4,25646,1
7.1227374,-6.009481,21.0,23,72.0,19,6278,6278,16.9,63.3,14822,1
-2.9402137,-7.7952933,12.5,61,80.2,19,38076,38076,30.0,66.1,96571,1
0.67994386,-7.731069,16.0,193,72.8,19,38962,38962,22.4,65.6,102397,-1
-3.3469236,-5.6209903,14.4,13,78.3,19,52811,52811,27.5,64.2,132960,-1
2.0535147,-4.3807693,16.2,145,74.5,19,6405,6405,20.6,56.6,15393,-1
-0.36432332,-10.157471,16.1,191,76.7,19,8123,8123,28.8,69.5,20575,-1
0.3409637,-9.387618,15.4,75,78.3,19,5155,5155,26.3,64.4,12354,1
7.1704407,-5.215189,21.0,97,72.6,19,8395,8395,18.6,61.8,19409,-1
2.5248044,-8.3191185,14.9,157,74.5,19,7571,7571,22.7,63.2,18428,1
0.4322843,-6.7630467,15.3,155,75.3,19,36926,36926,21.2,63.6,93287,-1
4.04875,-4.4956284,18.2,105,72.7,19,8264,8264,17.2,58.5,20468,1
3.8472886,-3.212826,18.6,111,71.6,19,14204,14204,15.7,57.0,34785,-1
3.4074087,-2.312025,18.2,125,70.4,20,13619,13619,18.7,55.3,33463,-1
0.75267804,-6.207652,17.2,65,76.0,20,1239,1239,27.4,57.0,2561,-1
6.603113,-4.785398,19.7,27,70.8,20,3406,3406,23.9,63.0,8203,-1
5.943194,-5.4568663,16.4,59,68.4,20,9897,9897,20.3,63.8,25599,-1
-0.1847884,-8.299033,16.9,79,76.4,20,13355,13355,30.0,62.8,34683,-1
0.13976452,-5.7131395,15.9,37,72.8,20,14974,14974,28.9,58.5,39099,-1
3.535546,-4.734526,17.9,41,72.9,20,7781,7781,20.8,58.0,19162,-1
2.5971599,-7.351539,14.9,87,75.4,20,7681,7681,21.2,61.8,18856,1
3.709099,-5.394412,17.4,141,71.7,20,1713,1713,22.3,59.0,3684,-1
6.156608,-3.735313,20.4,5,70.2,20,5967,5967,20.7,59.3,16466,-1
-3.3720686,-9.507225,11.9,51,80.4,20,11647,11647,35.6,68.2,28877,1
6.7630987,1.3743168,24.0,73,63.6,20,2772,2772,18.9,54.4,6227,-1
4.126947,-4.0852256,17.6,99,71.3,20,8098,8098,17.6,58.9,20553,-1
7.400787,-0.18868649,23.2,11,64.2,20,5622,5622,19.1,56.3,14757,-1
2.751299,-9.336076,13.6,55,77.0,20,12648,12648,17.3,69.7,37097,-1
4.6023064,-8.69857,15.2,75,73.3,20,864,864,17.8,66.8,2621,1
6.606755,-4.0665264,19.0,97,67.4,20,1004,1004,27.6,62.5,2524,-1
-2.942323,-6.366878,9.7,103,80.5,20,27233,27233,31.0,55.5,79359,-1
-10.398401,-2.6219997,5.5,91,90.5,20,224248,224248,54.6,69.5,578797,-1
2.7833776,-6.7678766,15.9,127,77.5,20,2325,2325,18.1,60.3,5605,1
5.469588,-4.5185328,19.2,151,70.9,20,3742,3742,26.4,61.4,9670,-1
0.59657466,-7.078833,16.8,153,76.4,20,1170,1170,26.7,59.5,2520,-1
1.2008647,-6.687026,16.8,163,73.8,20,2144,2144,25.7,60.5,5148,-1
-7.591223,-8.128643,6.4,45,85.5,20,44945,44945,50.0,65.9,117806,1
1.3554516,-8.291022,14.7,179,76.6,20,1144,1144,24.6,62.7,2497,1
0.55100775,-8.380616,12.2,121,73.1,20,12771,12771,25.9,63.3,32976,-1
7.45602,-1.1772492,23.0,3,65.9,20,3206,3206,18.6,57.8,7840,-1
2.29176,-9.90315,11.4,69,73.3,20,2141,2141,21.0,69.7,6004,-1
6.991656,-4.525304,22.1,199,71.5,20,594,594,26.4,64.1,1591,-1
6.1672935,-0.26968256,24.0,17,69.0,20,1095,1095,25.1,54.1,2665,-1
1.9234374,-7.2334886,14.6,63,76.1,20,1193,1193,23.1,61.4,2632,1
4.234395,-7.832219,15.1,81,74.8,20,1330,1330,17.6,64.4,4081,1
0.98206323,-8.816491,12.9,101,76.4,20,828,828,23.9,64.2,1702,1
5.123668,-3.8995054,19.1,165,68.7,20,1432,1432,23.1,59.1,3119,-1
-1.7094944,-9.967259,9.2,171,85.9,20,2105,2105,26.7,65.8,4981,1
4.7530246,-3.4377205,19.3,115,69.5,20,4857,4857,23.9,58.1,12087,-1
7.6225905,2.7876503,23.6,107,56.5,20,4433,4433,14.1,53.5,9602,0
-7.785939,-1.0390403,14.7,173,76.9,20,195072,195072,30.7,62.7,510484,-1
-4.86709,-3.4800174,15.2,177,73.4,20,71601,71601,30.4,60.2,178392,-1
1.1255339,-7.691076,13.9,181,83.1,20,2729,2729,18.2,61.1,5999,-1
7.258942,-4.221079,16.8,187,63.4,20,798,798,22.6,65.0,2107,-1
5.378578,-7.0237346,17.9,175,73.1,20,7573,7573,12.1,65.7,22948,-1
8.316498,-2.058655,24.7,157,64.5,20,2307,2307,23.3,61.2,4705,-1
7.4304624,-2.9635866,22.5,25,62.5,20,912,912,33.1,63.1,2089,-1
0.45497006,-0.7802573,17.0,53,73.4,20,2500,2500,20.3,51.2,6331,-1
-2.3153734,-1.9679749,9.6,61,83.7,20,12923,12923,21.4,45.4,35796,-1
4.1766953,-3.9316604,17.8,77,70.7,20,2357,2357,17.5,57.8,5746,-1
5.9264402,-7.8502345,16.6,57,71.6,20,11339,11339,18.3,66.3,34658,-1
3.8841705,-6.299617,10.0,189,70.6,20,1958,1958,16.2,61.8,5741,-1
8.540347,-2.6666894,22.7,201,65.8,20,2339,2339,19.1,62.5,5572,1
4.711844,-8.374527,14.5,203,70.7,20,890,890,20.3,66.2,2157,-1
5.9761667,2.0532866,24.4,19,64.5,20,1432,1432,16.6,52.8,3425,0
4.2148933,-4.1783433,20.5,183,74.3,20,1662,1662,20.1,56.3,3693,-1
2.5464365,-8.515528,13.0,67,78.3,20,2628,2628,16.2,65.7,7716,1
7.8048787,-1.3019519,23.0,133,65.9,20,6521,6521,19.4,58.9,16209,-1
5.3753967,-4.933053,18.7,105,70.8,20,1275,1275,19.9,59.6,3121,-1
0.62340456,-7.9696546,15.9,169,75.1,20,22294,22294,25.0,63.6,55334,-1
1.6645334,-9.063855,14.2,83,73.5,20,786,786,24.4,64.6,1875,1
6.008476,1.5401118,24.1,89,65.6,20,1388,1388,15.9,53.8,2963,0
7.402471,-4.74345,19.8,143,68.2,20,2437,2437,22.2,62.9,5957,-1
2.3594255,-8.59828,15.1,147,77.2,20,2326,2326,21.5,63.9,5446,1
4.2985344,-6.3138595,18.0,85,74.5,20,5296,5296,19.9,60.8,13322,1
4.7863812,-5.445724,13.9,93,70.6,20,1242,1242,13.4,62.2,3931,-1
4.797535,-6.285061,18.3,13,73.0,20,3993,3993,21.2,61.4,9736,1
3.9035788,-4.7783437,17.9,191,71.5,20,9188,9188,20.9,59.1,23336,-1
3.3678637,-6.6855154,18.0,159,75.2,20,3932,3932,22.5,60.7,9868,-1
5.000117,-4.802452,16.9,185,68.6,20,1804,1804,22.6,61.2,4251,-1
-6.315623,-8.182549,6.5,161,84.7,20,26686,26686,45.5,55.7,75696,-1
-0.9508874,-10.275154,9.4,195,83.2,20,1389,1389,23.3,71.7,2899,-1
4.7397704,-5.4999037,21.3,167,74.4,20,3161,3161,24.2,59.3,6987,-1
-0.43438363,-9.295711,12.7,111,77.9,20,13552,13552,27.1,65.4,33302,1
6.410196,-5.803507,18.6,117,70.3,20,4209,4209,18.6,62.7,9859,1
5.3953657,-1.1662879,19.9,129,69.6,20,1115,1115,13.1,55.3,2931,-1
5.8187084,-1.177393,23.6,137,71.3,20,1906,1906,16.1,55.4,5527,-1
1.409937,-4.791343,16.4,155,74.5,20,25015,25015,20.0,58.9,63360,-1
4.2501774,-5.303079,16.7,95,70.4,20,3148,3148,23.3,60.1,7576,-1
3.0004551,-7.748465,15.4,109,77.0,20,1168,1168,19.1,62.8,2790,1
0.7770799,0.22431746,19.2,145,72.7,20,2590,2590,18.2,49.1,6776,-1
3.3241425,-7.338234,17.9,197,74.6,20,2732,2732,22.7,62.2,6918,1
8.502661,-0.077023365,24.9,205,61.9,20,3873,3873,15.5,60.1,8858,-1
-1.1974216,-9.417325,11.8,113,78.7,20,12077,12077,28.6,66.3,28792,1
4.1801553,-4.2761188,18.7,139,71.5,20,6604,6604,20.7,58.2,15894,-1
4.320475,-7.152225,15.1,7,70.7,20,1967,1967,19.9,62.6,4905,-1
3.0668776,-4.9033756,18.3,39,74.5,20,1439,1439,21.9,57.4,2891,-1
8.367054,2.1336114,26.7,207,61.4,20,1523,1523,13.7,58.1,3178,0
2.062233,-4.8826046,17.3,123,74.0,20,2725,2725,24.1,56.8,6230,-1
-2.1177447,-9.912795,7.4,193,86.5,20,3259,3259,26.5,70.0,7847,1
3.985768,-7.396384,17.0,119,74.6,20,1674,1674,20.7,62.6,4295,1
5.526357,-7.1631207,16.5,9,71.6,20,11288,11288,16.9,63.9,27067,-1
2.7656813,-9.06824,17.1,131,72.0,20,4123,4123,23.7,66.0,10095,-1
-2.7788236,-8.938612,10.8,149,80.2,20,8510,8510,33.5,63.1,23188,1
6.158252,-3.4999444,20.6,1,70.4,20,5325,5325,19.2,59.2,12752,-1
2.5141184,-4.619373,19.6,23,73.7,20,1248,1248,25.8,57.5,2677,-1
4.7259054,-8.01281,14.7,33,73.1,20,726,726,18.5,64.8,1741,1
2.567753,-3.0204647,16.3,35,71.0,20,13688,13688,20.3,55.3,35732,-1
6.943683,-5.3036103,18.6,29,68.6,20,3896,3896,21.2,63.3,9191,-1
7.928349,-0.45524353,22.5,43,63.3,20,3065,3065,17.0,58.3,7790,-1
7.04179,-2.8441398,18.1,47,64.7,20,1273,1273,18.8,61.5,2946,-1
-0.93823105,-2.9813035,17.2,209,68.2,20,59355,59355,16.7,60.0,163227,-1
4.2310047,-0.33361733,19.4,21,67.3,20,7980,7980,19.0,54.1,20501,-1
-2.3728187,-7.7502766,12.8,15,79.5,20,24358,24358,29.3,61.2,66260,1
2.7052646,2.7440104,22.8,49,66.4,20,1158,1158,15.8,48.3,2581,0
6.2162843,-3.9333699,21.1,135,70.5,20,1327,1327,19.0,59.8,3001,-1
0.042284694,-6.612317,16.4,71,77.1,20,494,494,30.3,58.4,1210,-1
1.9681783,-7.3214045,13.9,31,76.9,20,3592,3592,20.9,61.1,8328,1
3.172478,1.5454463,20.3,39,67.2,21,1988,1988,15.5,50.5,4890,-1
7.3466554,3.082968,23.6,41,57.5,21,3962,3962,11.8,54.2,10695,0
4.4151626,9.206769,34.8,53,58.5,21,4025,4025,10.1,46.4,10208,0
2.651861,7.296867,27.6,65,60.3,21,5638,5638,9.9,42.8,14382,0
7.1527243,2.5158324,23.8,77,60.1,21,3007,3007,11.9,55.3,8652,0
3.2489753,-0.7924766,19.1,79,71.9,21,6925,6925,15.7,53.2,17226,-1
-1.1004987,0.48988,15.4,89,75.1,21,14089,14089,17.2,46.9,36012,-1
5.4006042,-1.9431674,21.7,167,71.7,21,8645,8645,17.0,56.2,21378,-1
5.87045,0.16670597,20.9,191,65.8,21,5236,5236,12.4,55.2,14530,-1
4.8283153,11.840346,36.2,201,42.6,21,938,938,17.2,49.2,2161,0
3.3242645,6.717996,29.5,207,62.1,21,7204,7204,13.4,44.4,17731,0
0.41498202,-8.326808,10.7,215,83.7,21,6678,6678,19.8,62.7,18012,-1
8.060806,-1.1701331,23.0,229,64.7,21,4507,4507,17.7,59.4,11999,1
2.805334,3.7029808,23.8,11,66.9,21,4509,4509,11.7,47.3,12189,0
3.158881,0.44920307,21.2,7,71.1,21,3225,3225,14.1,52.1,8152,-1
2.065358,-1.26485,19.8,9,74.0,21,16927,16927,16.2,53.4,43418,-1
0.5014615,-1.3575228,18.2,21,72.8,21,10875,10875,23.0,50.7,29773,-1
6.8014874,4.8908925,27.8,87,62.5,21,4467,4467,11.0,51.2,11044,0
3.0112119,-2.0841482,19.1,91,74.8,21,3375,3375,11.1,53.7,8700,-1
0.45218328,9.099406,31.2,95,58.4,21,11249,11249,11.4,34.5,27548,0
-0.94789815,7.848637,28.5,159,65.0,21,4316,4316,8.2,30.6,12175,0
-2.4491723,-4.9437356,12.0,93,78.1,21,41051,41051,23.5,56.7,107699,-1
5.387835,5.206687,26.6,137,62.4,21,9786,9786,10.8,49.1,24413,0
4.1234317,0.54536104,19.1,149,68.4,21,3826,3826,10.8,52.3,9361,-1
6.416216,4.9057107,28.5,171,63.4,21,4376,4376,14.8,50.5,10645,0
3.5223389,3.0545933,23.4,183,66.3,21,9055,9055,11.0,49.1,24062,0
5.9272184,7.296047,29.3,197,57.0,21,4878,4878,13.4,47.6,12349,0
4.6115456,0.38467583,20.6,225,69.4,21,5527,5527,11.3,53.4,14915,-1
4.2979374,4.8870993,23.8,233,61.1,21,5095,5095,9.0,48.6,13180,0
4.8923945,1.69674,21.9,33,65.2,21,5309,5309,16.5,52.0,12747,0
-1.098001,-4.586402,14.0,35,74.0,21,14757,14757,28.8,53.6,38616,-1
3.556693,5.5680017,27.2,45,63.5,21,6398,6398,12.4,45.5,15805,0
0.4770097,2.1740065,19.4,47,69.0,21,25275,25275,16.8,44.6,72438,-1
3.2365677,0.1541427,18.2,173,68.0,21,10404,10404,17.0,52.2,27550,-1
-0.6982609,-4.0934906,15.9,59,76.1,21,39531,39531,21.6,57.7,99258,-1
4.3252535,2.8475084,20.0,85,63.6,21,9594,9594,9.9,51.0,26129,-1
3.589976,-3.0820665,18.1,101,71.7,21,18719,18719,16.8,57.0,46252,-1
6.077637,-0.7869794,19.9,103,65.4,21,6104,6104,10.9,57.5,15677,-1
4.033764,1.19615,22.9,107,68.9,21,18546,18546,15.7,51.7,45985,-1
1.4593463,7.7277765,27.5,109,59.1,21,5435,5435,10.5,39.4,13369,0
1.1687753,1.8693223,21.7,125,71.4,21,22976,22976,13.0,47.4,59901,-1
0.06710688,-2.4383352,14.8,157,77.5,21,13117,13117,17.5,51.1,31177,-1
-0.21287885,-3.3163044,13.5,163,81.2,21,10785,10785,17.4,52.8,28452,-1
7.0070643,5.5055776,28.6,181,60.6,21,2760,2760,10.4,51.3,7061,0
-5.495348,-8.7883625,5.6,185,89.1,21,20465,20465,40.4,61.4,64633,-1
4.9941382,7.2547994,27.1,187,55.8,21,3944,3944,9.6,47.0,10686,0
3.0966666,4.8219376,25.0,203,64.4,21,6552,6552,11.9,46.3,16815,0
-2.338842,-9.346724,9.6,209,81.6,21,19706,19706,28.1,66.5,52322,1
-3.581684,-6.2828665,12.5,227,79.3,21,46443,46443,30.4,60.9,123824,-1
5.7200675,2.5929744,23.3,3,62.9,21,7705,7705,14.4,51.8,20628,0
6.685585,-2.2174919,19.7,17,65.4,21,8116,8116,19.0,58.3,20017,-1
-1.9596329,-0.048522484,14.0,19,76.3,21,19119,19119,19.4,46.4,48486,-1
0.6208627,-6.075135,12.3,29,80.3,21,29014,29014,13.9,61.0,78622,-1
6.566054,4.2795033,26.7,55,62.2,21,3711,3711,13.3,50.5,9154,0
-8.210035,-4.471502,9.4,67,82.0,21,127336,127336,41.8,63.6,315109,1
3.8231754,7.1046643,26.4,75,58.3,21,2463,2463,14.9,44.5,6259,0
-1.124304,4.525527,22.5,115,70.1,21,8771,8771,15.1,37.5,23064,-1
0.20765786,7.057359,26.5,119,62.7,21,6158,6158,12.9,36.8,15690,0
4.8481283,5.0909686,27.9,165,65.0,21,2537,2537,11.4,48.1,6381,0
-0.8866813,7.2305384,28.2,175,66.7,21,4937,4937,12.2,32.9,13281,0
2.5960102,4.896293,25.6,177,65.7,21,11416,11416,11.3,45.2,31153,0
-0.21445057,5.159782,24.1,193,69.9,21,11037,11037,12.6,40.1,27329,-1
3.2752676,2.8616834,23.9,199,65.9,21,25810,25810,15.2,48.6,63974,-1
0.7492543,10.226137,36.0,237,55.9,21,2853,2853,7.8,33.0,7251,0
-0.8554892,6.97884,26.6,51,68.4,21,7719,7719,9.5,34.2,20866,-1
5.524551,3.944712,26.3,1,65.0,21,7101,7101,15.8,50.2,19304,0
0.44012824,9.575581,33.6,13,57.3,21,11063,11063,9.3,33.9,27469,0
1.1297711,9.356501,32.5,25,57.6,21,5342,5342,12.6,36.8,13276,0
2.9288208,6.403825,28.9,57,64.0,21,2709,2709,13.2,43.6,6744,0
4.9482603,0.7883122,22.8,83,67.4,21,14299,14299,16.2,53.7,37259,-1
4.7420926,4.9955106,27.6,99,65.8,21,7346,7346,12.6,49.3,18531,0
1.5591798,11.310385,36.6,129,51.1,21,2843,2843,8.9,31.0,6717,0
6.115681,5.009031,28.1,31,63.9,21,5060,5060,11.7,50.7,12735,0
7.237534,3.4228766,26.1,155,63.7,21,7365,7365,13.0,52.2,19335,0
2.7932518,2.2644792,23.1,221,68.3,21,5982,5982,16.9,49.4,14286,-1
-3.169248,-8.83345,10.5,239,81.8,21,10063,10063,32.8,63.5,25817,1
-5.263398,-7.3127327,7.5,15,87.9,21,46095,46095,31.5,66.2,127682,1
-0.19952175,8.954717,31.6,131,59.6,21,4292,4292,8.9,32.3,10648,0
-2.4762018,-7.240775,11.1,113,80.2,21,18537,18537,30.0,59.0,51667,1
2.8597677,11.61843,38.8,121,48.7,21,12264,12264,10.0,37.6,31424,0
0.5823326,5.966334,25.5,127,66.1,21,6254,6254,11.6,40.3,15844,0
4.367105,-1.5783038,14.4,223,65.5,21,3603,3603,11.8,54.9,8697,-1
0.5954391,2.6032612,21.3,61,73.9,21,4880,4880,11.1,46.2,12063,-1
7.4186454,3.5976646,26.7,97,60.7,21,7107,7107,15.4,53.0,18630,0
3.727194,8.818524,32.0,105,56.2,21,1877,1877,9.3,42.9,4625,0
6.151461,1.1509193,22.4,23,65.0,21,3427,3427,14.0,53.8,8330,0
-0.5565316,5.3910646,23.5,143,66.1,21,3376,3376,14.0,39.1,8268,0
