0,1,S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
2.368916,-8.020741,16.2,115,77.9,46,2626,2626,21.9,62.7,6478,1
2.099985,12.866447,44.0,102,45.8,46,2920,2920,12.4,33.7,14291,0
2.8362505,5.8549595,24.5,109,60.9,47,10095,10095,12.2,44.5,25945,0
3.9330802,10.698359,38.6,135,54.7,47,3295,3295,10.8,43.1,7882,0
1.1374902,1.4838258,20.4,145,69.7,47,21619,21619,19.3,48.0,52926,-1
-1.2456714,-3.6997528,18.2,11,73.1,47,39615,39615,21.8,55.8,103666,-1
3.6150887,7.0906634,27.6,121,58.5,47,4818,4818,9.8,44.5,11830,0
3.8028846,1.649649,21.9,63,66.3,47,24343,24343,16.4,51.7,63465,-1
7.237865,6.682976,30.1,75,55.9,47,7104,7104,12.4,53.9,17944,0
4.1485434,6.101859,29.2,83,63.7,47,2999,2999,10.7,46.3,8188,0
-0.9071051,-5.6901793,13.1,119,77.4,47,33332,33332,20.7,58.8,87606,-1
3.5965884,5.4507194,23.2,173,59.2,47,7268,7268,8.8,47.0,19176,0
2.865253,4.5819097,24.5,71,63.8,47,10118,10118,12.9,45.9,25813,0
-4.7097983,-3.6829026,10.2,125,81.3,47,68904,68904,26.2,53.5,192120,-1
5.629393,0.47943625,23.5,43,67.8,47,19032,19032,14.7,55.2,51341,-1
-0.10038808,6.0614996,24.0,129,66.4,47,7384,7384,7.7,39.5,21639,0
1.5739245,8.106074,30.1,61,60.3,47,4894,4894,11.0,38.9,13359,0
2.1375403,4.5275574,24.6,123,66.7,47,17416,17416,11.7,44.8,45698,0
1.8573371,1.8512331,20.3,79,67.4,47,13483,13483,15.9,48.2,32263,-1
6.2662954,7.430787,28.6,29,54.1,47,14592,14592,11.4,49.2,35262,0
7.8731723,3.7361465,27.1,33,60.8,47,5400,5400,13.0,53.2,14554,0
5.262486,1.9902421,24.8,41,67.0,47,7362,7362,13.6,51.5,19380,0
-0.7013009,8.689325,30.9,95,60.9,47,2164,2164,9.4,28.9,7588,0
-7.8398075,-1.8942559,12.4,93,79.0,47,182315,182315,36.5,60.7,452286,1
6.4743314,7.4572744,30.1,101,56.7,47,4663,4663,12.0,49.2,11944,0
3.604611,3.1774087,24.3,107,66.0,47,20352,20352,15.4,49.0,52569,0
4.0369077,-1.5293458,17.8,117,68.5,47,12008,12008,13.4,55.8,31753,-1
2.7649198,0.99395055,20.0,131,68.9,47,12795,12795,15.6,50.7,30659,-1
5.6348133,2.9605117,23.4,143,62.5,47,12607,12607,14.2,51.7,32478,0
4.9558454,5.392239,27.3,151,61.4,47,8519,8519,8.3,48.2,21949,0
2.8753972,-3.9632497,15.4,167,72.8,47,21445,21445,15.3,57.8,61434,-1
0.94264376,-1.385088,20.0,1,72.1,47,30518,30518,23.8,52.4,75538,-1
2.7695496,-2.015419,19.2,45,72.4,47,15327,15327,18.1,54.5,37751,-1
2.909262,4.9176707,25.2,49,63.9,47,7385,7385,11.7,45.4,17940,0
4.0886574,0.83860546,20.9,53,66.1,47,19280,19280,17.8,53.1,49222,-1
-6.561736,-1.7697307,15.8,65,75.5,47,139037,139037,30.5,58.0,354589,-1
2.2457345,8.663273,28.7,69,55.0,47,8680,8680,10.9,38.3,25784,0
-1.3993804,-2.5525126,14.2,105,76.0,47,20090,20090,26.2,48.3,51024,-1
3.304145,3.2090757,22.6,139,65.4,47,7023,7023,10.8,49.2,16722,0
-6.83774,-4.471532,8.0,149,80.8,47,106673,106673,31.8,66.9,298456,-1
6.1693354,0.5228391,23.5,159,67.9,47,7535,7535,11.2,55.3,19279,-1
4.1469054,5.017943,27.0,185,63.6,47,9793,9793,12.3,47.3,26394,0
-4.328147,-6.4780455,10.6,189,82.1,47,47213,47213,29.7,62.3,128874,1
-3.0082428,-2.2431996,17.7,163,73.5,47,66388,66388,22.0,51.6,156519,-1
3.3868804,4.1429973,24.0,171,64.1,47,7613,7613,14.9,47.0,17830,0
5.956921,1.8062979,19.8,15,62.7,47,5456,5456,12.2,54.3,13839,-1
4.3368974,-1.3404108,16.6,31,67.4,47,21576,21576,18.9,54.6,54074,-1
2.0117753,-2.3941119,18.1,47,70.8,47,15084,15084,22.4,54.2,39336,-1
5.4995675,1.1689898,25.6,177,67.7,47,15755,15755,14.4,53.6,40210,-1
-4.155866,-5.1325917,14.2,179,78.7,47,52684,52684,31.9,56.6,126437,-1
1.3869334,0.27385938,19.5,183,69.7,47,13607,13607,20.8,50.5,33776,-1
2.750746,6.6537876,26.0,5,59.3,47,6693,6693,12.8,42.8,16154,0
2.8273387,7.2316055,27.2,7,59.5,47,4664,4664,12.4,42.8,14413,0
5.2269487,8.681951,32.0,13,55.7,47,15843,15843,11.8,46.1,39824,0
3.516181,12.084504,37.0,67,40.6,47,2704,2704,10.2,42.0,6605,0
4.105219,4.938399,23.2,73,60.8,47,23375,23375,13.2,47.5,56402,0
0.780627,8.582571,30.6,91,59.3,47,6936,6936,10.9,36.8,17846,0
5.7669497,2.0554104,22.7,103,62.3,47,13653,13653,18.3,52.7,33543,-1
7.4518714,3.8596036,27.2,111,62.3,47,9158,9158,9.6,54.1,23239,0
7.5209813,2.1870131,23.9,127,58.5,47,2613,2613,19.5,53.8,6302,-1
1.4538118,-6.367091,15.0,147,77.6,47,25065,25065,18.1,60.9,68575,-1
3.2647936,0.26738328,19.4,51,66.9,47,16325,16325,20.6,52.0,41397,-1
-2.1389906,-3.9466743,14.9,9,74.9,47,49939,49939,23.4,56.0,127135,-1
0.9627868,-6.3865733,13.7,21,77.5,47,14671,14671,19.4,60.5,39713,1
5.1782684,4.2861533,25.9,19,62.6,47,23798,23798,15.5,48.5,56500,0
3.6704583,2.312008,22.2,57,68.4,47,9112,9112,11.1,50.4,22942,0
4.6309,2.1630962,19.7,55,63.5,47,11599,11599,14.8,52.4,29024,-1
2.45493,6.3471684,24.8,97,60.5,47,9725,9725,8.6,43.1,26497,0
4.335006,4.0341825,24.3,99,63.5,47,16101,16101,12.2,49.2,42591,0
-0.33479795,-4.7805953,17.6,113,70.6,47,37110,37110,26.1,55.0,97887,-1
5.2156067,2.596257,23.3,115,64.7,47,11393,11393,13.0,51.5,28355,0
5.8502917,6.251501,30.0,133,61.7,47,8937,8937,13.0,49.6,21995,0
6.8270907,5.0869627,30.8,137,65.6,47,2180,2180,7.0,52.1,5071,-1
-4.1450644,-5.114934,12.0,165,81.1,47,64600,64600,26.5,63.3,175730,1
2.018234,7.567861,29.6,181,60.7,47,5860,5860,11.1,41.4,16713,0
7.667812,5.8063936,30.4,169,58.9,47,2944,2944,15.2,54.0,8773,0
-8.799591,-7.2886696,5.2,187,90.6,47,73160,73160,58.1,66.0,212161,-1
4.6171417,-3.8839126,15.9,3,68.8,47,17058,17058,15.7,59.5,46854,-1
3.1651545,10.515165,36.0,27,52.6,47,3171,3171,12.8,40.4,7684,0
3.3080673,2.5311067,23.7,59,66.1,47,27319,27319,15.0,49.3,68520,-1
-1.0539334,1.9144651,18.3,35,71.8,47,25114,25114,18.6,42.5,58178,-1
-8.960628,1.3700901,17.6,157,70.9,47,349207,349207,30.6,59.2,937847,-1
4.299547,4.692522,27.7,175,67.7,47,2156,2156,9.9,48.7,5675,0
4.120168,7.002565,29.7,25,59.8,47,12996,12996,13.0,45.2,31566,0
5.1442175,2.6592863,23.3,77,63.9,47,10827,10827,14.4,50.9,27889,0
5.609564,9.075813,32.4,81,54.7,47,8930,8930,11.0,48.6,24502,0
4.9044566,5.063516,27.5,85,64.1,47,7064,7064,12.5,48.6,18281,0
3.189648,-0.6953857,17.4,89,68.7,47,20088,20088,16.2,53.2,52887,-1
1.5071121,-0.5060618,21.2,141,69.1,47,30624,30624,24.8,52.6,75565,-1
2.0129514,-0.028908454,16.5,153,71.3,47,5505,5505,14.5,50.2,14654,-1
1.4424102,-4.418432,16.9,155,73.3,47,36901,36901,18.0,59.1,95523,-1
5.0776896,5.268925,26.0,161,60.8,47,5315,5315,15.1,48.0,13248,0
4.2922277,3.7995052,25.4,17,66.1,47,11321,11321,15.8,48.6,28137,0
2.384977,0.35409257,19.5,23,70.5,47,5998,5998,16.5,50.9,17097,-1
2.6835692,3.392424,22.4,39,65.6,47,4721,4721,11.5,47.6,11681,0
-9.822428,-0.77424073,10.9,37,79.5,47,273497,273497,39.1,66.6,678322,1
3.419727,8.673195,33.2,87,60.6,47,4566,4566,8.1,42.2,11573,0
2.1453383,-6.2443542,15.6,97,72.4,48,15185,15185,22.7,60.8,39064,-1
6.9061613,0.8836417,21.5,107,62.0,48,2064,2064,13.0,56.7,5895,-1
3.3318276,3.7768111,22.0,115,63.4,48,4339,4339,12.7,48.4,13095,0
5.8114414,0.14247748,22.4,151,66.6,48,1696,1696,18.0,54.3,3875,-1
4.161175,9.645825,35.1,131,55.7,48,3845,3845,8.7,44.7,11434,0
8.339461,3.0049994,27.4,51,62.6,48,6565,6565,14.8,54.5,17596,0
-1.5484363,-5.795097,12.0,31,78.7,48,4230,4230,28.5,55.2,11089,-1
4.569827,7.4587026,24.3,241,53.3,48,11974,11974,11.6,45.0,35444,0
-3.8349037,-1.0126314,22.3,245,66.6,48,94020,94020,18.9,52.5,254574,-1
4.8307576,8.144425,28.8,271,54.7,48,1200,1200,11.5,45.9,3631,0
-0.65553296,-3.7778456,15.0,359,75.9,48,581,581,26.5,53.0,2083,-1
7.4735713,-4.3809237,21.0,117,69.4,48,6118,6118,14.2,63.4,18947,-1
-6.3340983,-2.749615,11.3,167,80.9,48,117455,117455,29.5,59.3,321184,1
2.429655,-3.053646,15.6,233,75.0,48,7799,7799,13.7,54.6,21704,-1
5.6956987,1.3561316,22.0,477,62.6,48,12205,12205,23.9,52.8,34667,-1
4.864419,-3.9590156,12.6,103,69.2,48,1479,1479,11.7,58.7,4836,-1
1.6744545,-1.3385148,14.6,281,71.6,48,7748,7748,20.1,52.8,20473,-1
4.6623344,-1.7847452,19.9,307,70.6,48,3143,3143,16.0,56.3,8145,-1
9.117176,-0.8973445,24.7,319,58.9,48,1622,1622,20.3,62.3,4122,-1
-7.9612346,0.68655133,17.7,141,71.9,48,263200,263200,22.2,54.4,834825,-1
3.7490265,9.166498,32.2,283,54.5,48,2286,2286,15.1,44.5,7418,0
-2.9869413,-8.761812,8.3,393,83.4,48,326,326,31.2,60.5,889,1
3.9824579,12.214429,40.2,443,42.6,48,343,343,17.3,44.7,721,0
-0.075171,6.1704793,21.8,457,62.1,48,7312,7312,12.1,37.9,21456,0
8.307252,2.4886653,27.6,463,62.7,48,8624,8624,15.1,56.5,27015,0
4.7133427,-5.225265,14.2,483,71.1,48,2287,2287,14.6,59.5,5599,-1
2.7498991,2.001131,22.8,37,67.2,48,33171,33171,19.2,49.5,93635,-1
3.832012,-5.654774,14.8,9,70.8,48,3351,3351,23.6,60.9,8793,-1
0.8225922,-4.672893,18.9,43,67.5,48,3932,3932,35.7,54.8,9220,-1
7.5533485,-0.8514357,25.5,263,62.9,48,275,275,23.8,56.3,680,-1
-7.789262,0.6769277,18.7,215,62.9,48,232523,232523,17.8,53.3,839539,-1
-3.8219724,-3.2516816,12.7,423,77.3,48,77801,77801,25.2,56.8,222277,-1
-1.080277,-6.1402807,10.9,143,72.5,48,13827,13827,27.8,57.2,41016,-1
-6.5396714,-3.2213974,9.1,39,81.7,48,117088,117088,29.7,61.5,345995,1
3.9315803,-1.6016688,14.0,425,64.8,48,3234,3234,20.0,53.0,8650,-1
6.391976,-0.7081258,21.6,105,66.5,48,1411,1411,8.9,58.1,3836,-1
0.870616,-3.4802134,14.1,199,76.4,48,20739,20739,16.8,55.0,55993,-1
4.248739,8.001408,29.1,207,55.5,48,2128,2128,12.3,44.2,5806,0
1.4745963,1.2673525,17.9,227,68.9,48,11032,11032,12.9,49.0,36491,-1
0.1519562,0.3156541,18.7,289,73.8,48,6245,6245,15.9,48.4,16966,-1
1.9188557,-1.7640798,19.9,333,71.7,48,1833,1833,23.0,53.1,4887,-1
3.207266,0.3151073,17.1,337,66.3,48,8044,8044,16.2,51.3,19406,-1
2.8372755,7.0394135,24.9,351,57.1,48,4781,4781,8.8,42.2,14187,0
5.1354756,-3.7066028,16.8,345,69.1,48,469,469,15.6,58.6,1114,-1
6.2861834,3.6398234,26.3,129,60.2,48,1230,1230,18.9,50.1,3433,0
2.8535,-2.9883754,16.2,13,74.2,48,15509,15509,14.3,56.2,48139,-1
3.2789538,3.3548982,21.8,83,64.4,48,3470,3470,14.4,48.3,8422,0
3.508022,-1.3807518,14.6,353,68.0,48,5552,5552,13.3,54.2,14990,-1
2.7082026,11.349437,34.8,229,47.6,48,890,890,7.6,37.3,3702,0
3.0660157,-1.9259155,18.4,325,70.1,48,15154,15154,20.0,54.5,48548,-1
5.526999,-0.77643776,20.4,475,67.9,48,3954,3954,13.5,55.5,11498,-1
2.0249352,2.163937,21.8,213,67.8,48,30459,30459,18.1,48.2,79687,-1
6.1781783,2.6527898,24.9,203,63.9,48,23363,23363,18.8,53.6,66606,-1
5.4895616,0.9810223,23.9,365,67.0,48,9032,9032,14.7,53.4,23574,0
3.6910732,7.5062494,27.2,389,56.1,48,3731,3731,9.5,43.3,14791,0
-1.3011494,4.159548,18.5,403,69.4,48,3811,3811,14.4,38.3,10429,-1
2.969721,-9.111846,14.8,421,74.6,48,1063,1063,21.4,65.2,3067,1
0.51715285,2.3972225,20.3,437,72.4,48,2602,2602,13.0,46.0,7541,-1
1.8337178,-3.199221,15.2,231,71.6,48,31781,31781,19.1,54.6,90322,-1
7.912623,2.4087102,23.9,63,57.2,48,4730,4730,16.7,54.4,12670,-1
4.8667793,-4.078704,16.5,195,69.7,48,1924,1924,15.9,58.5,5532,-1
-3.6786728,-5.1348963,11.0,187,80.8,48,51990,51990,26.8,60.3,150889,1
8.051002,5.549315,30.0,327,56.8,48,964,964,15.8,57.5,2123,-1
4.398185,0.12848997,19.3,277,65.9,48,19085,19085,17.1,54.3,49401,-1
-0.92989886,3.2955906,18.9,125,72.1,48,832,832,15.2,41.4,2224,-1
3.9417417,-3.8581555,16.7,287,71.8,48,6118,6118,17.6,58.2,16850,-1
-12.4766865,2.9477003,8.3,439,82.2,48,689921,689921,31.1,64.6,1983675,-1
0.054868776,5.2339754,20.7,1,64.8,48,16567,16567,12.4,40.0,57747,-1
8.158787,1.7110658,26.0,149,62.2,48,9298,9298,18.1,56.9,24963,-1
-9.314907,-3.3844953,5.1,491,90.0,48,170051,170051,40.2,65.8,508313,1
7.0824037,0.790485,22.5,267,62.1,48,1941,1941,19.3,54.7,4432,-1
2.66832,3.937135,22.5,373,64.3,48,17632,17632,12.3,46.8,46974,0
4.720979,2.201072,23.1,391,66.4,48,2694,2694,12.1,51.5,7293,0
3.576292,0.6222082,18.1,77,66.2,48,4076,4076,17.9,51.8,10369,-1
-1.9095274,0.4702036,13.9,205,76.8,48,1754,1754,17.0,43.5,5821,-1
2.7889512,-0.23796146,18.1,217,69.2,48,12674,12674,16.4,52.3,35098,-1
4.285728,5.4226103,23.8,293,59.1,48,8100,8100,13.8,47.1,23480,0
-0.1154873,-4.4542437,15.8,347,74.4,48,23825,23825,25.2,54.7,65411,-1
8.532151,0.6028101,22.8,369,56.9,48,3222,3222,16.1,60.1,9871,-1
-3.65603,-5.889779,8.8,367,81.9,48,43942,43942,26.9,59.4,125963,-1
3.7465968,12.392526,40.1,377,43.1,48,2589,2589,20.2,45.3,7191,0
4.2691274,1.8161044,17.8,467,62.7,48,19354,19354,16.6,52.2,53607,-1
7.1183863,0.30117664,17.8,55,61.5,48,12894,12894,14.3,56.8,40544,-1
6.4739985,-3.339822,19.9,487,67.5,48,5155,5155,15.2,61.2,12972,-1
6.545733,-3.8740225,15.2,317,65.0,48,1635,1635,20.6,63.2,5547,-1
5.4078093,-4.564383,14.8,383,67.0,48,1171,1171,11.0,62.5,3735,-1
4.5319457,5.984285,27.8,387,61.3,48,5218,5218,13.8,46.5,12353,0
3.102872,1.0524757,22.2,465,67.8,48,15189,15189,18.1,51.2,48976,-1
6.8487835,9.603626,34.6,109,52.5,48,735,735,9.0,54.0,2257,-1
-1.0798781,-5.825145,13.2,135,80.2,48,51475,51475,15.0,63.8,155744,-1
0.15772359,3.4011118,20.4,169,71.0,48,1715,1715,10.2,42.5,6739,-1
-0.1835025,-6.7699857,11.4,173,74.3,48,475,475,25.3,58.6,1420,-1
2.320823,2.9104333,19.9,185,66.2,48,8980,8980,13.7,47.5,27358,0
-11.462686,1.2805935,6.9,453,85.0,48,447561,447561,47.5,69.1,1176584,1
-11.42377,-0.36913094,3.4,85,90.4,48,323905,323905,50.9,68.1,914075,1
-0.2208923,-3.1060038,13.6,5,77.0,48,30931,30931,16.7,53.6,87700,-1
5.665618,1.9167458,23.6,399,64.6,48,3781,3781,19.1,51.5,10266,-1
0.78054804,2.057929,17.2,407,69.6,48,9414,9414,10.1,47.0,27436,-1
9.000677,0.034380708,24.9,435,55.2,48,1573,1573,19.8,59.8,3894,-1
-1.3410729,-3.9989483,16.0,451,73.2,48,43081,43081,23.8,57.9,116906,-1
2.0646164,-1.1293757,17.9,459,72.6,48,14061,14061,16.9,52.3,40506,-1
6.062557,-5.2116947,17.0,501,67.2,48,2652,2652,15.1,63.3,8481,-1
2.7061274,-2.322339,18.5,189,74.3,48,11217,11217,16.1,55.0,34527,-1
5.4309254,6.2670007,26.5,419,56.6,48,9218,9218,15.3,48.0,25689,0
4.098775,-5.381974,16.2,469,68.9,48,32734,32734,19.5,61.0,91518,-1
5.131272,-2.084451,16.2,473,66.2,48,14698,14698,19.2,57.3,48443,-1
7.795315,-0.17897032,22.0,481,63.6,48,15224,15224,15.0,59.1,41430,-1
-2.5981727,-2.8276894,14.9,485,72.2,48,48528,48528,22.4,52.9,131778,-1
6.6111884,-2.4263792,18.9,87,66.1,48,1099,1099,15.6,58.9,3026,-1
8.217913,4.1875515,28.9,101,60.1,48,664,664,16.7,56.1,1498,-1
-6.458477,-6.2550464,7.2,209,80.9,48,68045,68045,36.6,64.2,194843,1
7.2548165,0.2985921,20.7,279,62.2,48,4790,4790,16.4,57.0,13368,-1
1.6933751,-7.9438634,13.6,295,79.9,48,1276,1276,18.8,62.1,3495,1
5.2813306,-3.4193032,6.5,301,64.5,48,31,31,4.7,58.2,74,-1
7.318153,1.4961637,23.2,321,61.1,48,13811,13811,14.7,56.4,36744,-1
5.337561,6.3718467,26.2,371,58.5,48,4420,4420,9.6,49.0,15804,0
3.9625084,-1.6431296,18.3,395,70.5,48,6298,6298,15.0,54.7,16727,-1
-5.710618,-8.835396,4.8,397,89.6,48,30365,30365,40.0,65.0,90414,-1
4.197304,4.1193705,21.3,401,61.3,48,17982,17982,15.5,48.4,53026,-1
0.44521767,-5.861273,13.0,493,79.1,48,15755,15755,19.5,56.7,47205,-1
-3.5475142,-6.214254,9.7,33,76.2,48,248,248,38.8,55.6,602,-1
4.1936746,-2.93977,18.5,219,72.6,48,8065,8065,13.6,57.9,23273,-1
3.2801979,7.968588,29.2,315,57.4,48,4457,4457,14.1,43.0,10140,0
6.5496845,6.272646,27.9,323,55.7,48,16416,16416,11.8,51.2,57471,0
-4.733161,-6.381759,9.5,329,82.1,48,55045,55045,26.8,67.5,159883,-1
-1.6967974,-3.5517812,14.8,181,73.5,48,47550,47550,20.2,57.7,126146,-1
3.878889,7.509785,27.1,297,56.3,48,3586,3586,11.3,43.7,12043,0
-1.2139829,-0.5867861,15.5,299,72.7,48,8681,8681,26.6,43.2,20195,-1
3.01517,-0.16236143,18.6,363,69.3,48,10441,10441,16.6,52.7,28109,-1
1.0562389,0.14545552,15.9,147,70.4,48,12027,12027,16.2,48.8,33787,-1
-2.3532639,-4.6909776,12.8,441,71.9,48,49443,49443,24.1,59.6,135371,-1
6.4548473,2.179635,24.3,447,61.5,48,712,712,20.0,51.5,1541,-1
1.9426141,6.6260643,23.0,455,58.7,48,5934,5934,11.7,41.6,14481,0
-2.7281604,0.089053534,11.1,471,75.3,48,21294,21294,20.3,39.2,70818,-1
-1.5461318,0.9089399,16.6,499,75.4,48,16122,16122,16.0,44.5,43315,-1
-0.43467253,-0.9257696,15.1,19,72.7,48,8278,8278,23.8,48.2,21316,-1
-0.51687807,-1.7830433,12.8,7,76.7,48,9529,9529,19.5,50.0,24832,-1
0.8940549,3.76204,22.7,75,67.8,48,2282,2282,18.5,43.8,7064,-1
7.224276,5.8797827,28.3,79,57.8,48,1000,1000,10.5,54.0,2932,0
4.0540824,8.938453,32.5,255,56.2,48,4303,4303,13.7,44.4,15051,0
5.8304276,5.9549494,29.0,123,60.9,48,7260,7260,13.6,48.9,20474,0
-6.54431,-5.4693246,8.3,41,78.4,48,77480,77480,39.6,59.3,214231,-1
5.5569243,6.6145244,29.7,59,60.2,48,5291,5291,16.0,47.4,13660,0
7.0143948,6.6827154,29.9,67,58.2,48,11811,11811,15.3,50.0,30118,0
5.5059104,-4.263148,15.5,165,69.1,48,5716,5716,11.2,60.5,19889,-1
-1.8968996,-4.047389,14.6,183,73.3,48,45615,45615,20.4,58.2,123402,-1
4.4793353,-2.0331154,15.8,81,65.9,48,1574,1574,20.6,54.8,3238,-1
-5.672799,-6.421067,8.9,91,85.8,48,47253,47253,36.0,58.1,129100,-1
-2.468619,-0.24618667,10.2,99,83.1,48,22424,22424,15.4,39.3,75818,-1
1.8035126,-8.156192,10.0,211,71.7,48,1358,1358,22.7,63.1,4152,-1
2.4241793,7.655755,26.0,225,55.9,48,8328,8328,14.5,40.4,22849,0
5.1511955,-7.4952283,16.0,341,72.6,48,6725,6725,13.4,66.9,22016,-1
3.677533,-1.1528916,17.3,349,68.1,48,17326,17326,15.6,54.7,48239,-1
0.30080578,-2.6161547,18.1,375,67.5,48,43453,43453,14.8,58.0,121230,-1
1.4024849,9.780514,33.4,405,56.7,48,3202,3202,12.1,36.2,8403,0
0.409542,-1.4111884,12.7,415,73.6,48,5838,5838,16.6,50.5,17346,-1
3.807831,-0.58522594,18.2,179,67.8,48,7971,7971,12.8,53.7,22962,-1
-0.88210577,5.6821737,21.1,313,65.5,48,4174,4174,13.0,36.9,13979,0
-6.1296115,-3.0499206,11.2,303,75.4,48,110275,110275,28.7,62.1,298042,-1
0.83967614,3.2404997,16.9,237,65.8,48,3075,3075,11.4,43.8,8839,-1
-1.0990585,-5.792839,12.5,257,75.4,48,36525,36525,20.7,61.6,114852,-1
-4.6931534,-8.082,6.7,259,84.2,48,13691,13691,39.0,58.5,40306,-1
2.3834255,-0.2502529,16.7,35,69.5,48,7027,7027,18.4,51.4,17955,-1
3.6151555,-1.564964,19.7,153,71.9,48,2320,2320,17.4,53.6,5953,-1
-12.224254,3.2030919,12.7,29,76.9,48,627889,627889,27.3,59.7,1892004,-1
7.227762,-1.6732512,25.2,417,66.4,48,1257,1257,27.4,57.6,3348,-1
5.8562365,8.164911,25.6,427,50.0,48,16320,16320,9.7,47.9,63420,-1
7.508688,3.4936254,26.2,433,62.7,48,458,458,12.5,52.7,1084,0
5.46865,6.5432177,19.1,461,50.1,48,1308,1308,11.1,53.9,3575,-1
-0.7624443,-4.0202255,12.9,21,77.2,48,26015,26015,20.3,54.0,80306,-1
2.3714106,1.003036,21.2,49,69.4,48,13835,13835,17.8,50.5,37787,-1
4.298939,6.8417087,25.0,191,57.6,48,1244,1244,12.7,45.6,3102,0
-0.5440859,6.182035,17.0,25,63.5,48,8531,8531,9.2,38.1,32729,-1
1.2786676,-0.7613663,17.4,159,71.1,48,3931,3931,19.8,52.3,10639,-1
4.2740717,8.892623,31.4,163,54.6,48,4530,4530,7.2,45.9,19110,0
7.6650567,-0.17462862,17.4,17,58.4,48,2230,2230,14.4,60.1,7098,-1
0.45923495,-5.7656217,13.7,71,80.2,48,13320,13320,20.5,56.5,39283,-1
0.083183125,-1.538436,17.1,23,69.9,48,1644,1644,24.8,49.6,3602,-1
-5.555941,-1.4863057,10.0,27,80.0,48,116397,116397,24.2,53.8,336506,-1
5.9241805,6.9012866,26.4,61,53.3,48,122188,122188,17.2,50.8,420201,-1
-10.661111,-1.2140949,4.2,121,89.1,48,275164,275164,43.4,69.5,781321,1
-13.281991,3.055128,12.8,113,76.8,48,906179,906179,30.1,64.6,2552213,-1
6.3724375,-0.04723284,23.4,177,68.0,48,7018,7018,13.2,57.3,20558,-1
-0.8095007,-3.0800154,16.4,265,76.2,48,20580,20580,25.9,51.1,50761,-1
5.140031,-0.043379605,19.6,305,66.2,48,2147,2147,17.0,54.7,5785,-1
3.128646,9.219598,33.5,311,56.2,48,194,194,20.7,45.5,600,0
4.3415084,-3.608547,16.6,503,69.4,48,7066,7066,19.6,57.8,18166,-1
5.453571,5.143578,18.8,505,55.1,48,4457,4457,11.4,51.5,14415,-1
-2.495916,-4.469193,10.0,251,80.5,48,55467,55467,18.5,58.7,160173,-1
-2.6016715,-4.9056096,10.3,221,81.8,48,21527,21527,26.3,51.0,55418,-1
2.1308427,-3.2757,15.9,223,73.9,48,13287,13287,17.3,55.4,35929,-1
3.740504,-6.8464584,12.1,357,70.9,48,3549,3549,18.3,62.0,10484,-1
1.8884271,-9.658568,7.9,269,73.3,48,101,101,19.8,77.6,289,-1
7.6536365,0.35239562,21.9,89,62.1,48,7603,7603,18.9,57.2,20913,-1
3.7527761,-2.6498325,14.0,409,67.3,48,23246,23246,14.3,57.0,66867,-1
3.2838664,1.0994518,18.9,379,68.3,48,4333,4333,10.8,50.6,11246,-1
-5.014429,-7.2590985,8.1,381,84.3,48,49118,49118,30.9,67.1,130552,1
2.025006,4.737107,19.9,385,60.2,48,1123,1123,21.9,45.2,3358,-1
6.1467776,3.498972,26.2,411,64.7,48,2135,2135,15.1,51.4,5851,0
7.408194,-3.3542805,19.1,413,65.0,48,1102,1102,20.3,63.0,3122,-1
3.91182,-5.692461,14.9,431,69.7,48,462,462,21.4,60.0,1139,-1
6.1417055,10.7877,35.1,507,44.3,48,3536,3536,7.6,48.9,12152,0
1.8945808,-5.1425557,12.2,57,75.4,48,7733,7733,16.2,57.0,21821,-1
-0.37501764,-7.6120243,13.5,65,73.7,48,2292,2292,29.2,61.8,6033,-1
4.8671966,0.4331995,20.9,275,67.1,48,1376,1376,20.5,52.9,3753,-1
-4.287236,-2.593641,15.2,309,70.7,48,88208,88208,22.9,58.8,245720,-1
2.769828,0.71046275,19.7,73,67.6,48,17885,17885,18.1,51.5,51594,-1
-1.2194843,6.679576,24.4,95,70.0,48,791,791,11.3,30.3,3858,-1
1.8827997,2.1583598,19.3,119,65.9,48,2035,2035,17.4,48.0,5172,-1
3.7688222,12.631006,42.6,137,44.2,48,634,634,20.6,48.4,2111,-1
4.6847177,7.419313,31.2,133,58.7,48,6437,6437,12.7,46.4,18278,0
-1.0728104,6.3295574,17.6,253,64.7,48,5635,5635,10.9,29.9,19969,-1
2.5820591,0.026871152,17.6,155,68.7,48,562,562,16.7,49.8,1414,-1
0.8758425,2.7634163,20.0,161,69.3,48,7232,7232,11.7,47.2,19646,0
4.9233875,3.270884,23.4,175,62.9,48,2755,2755,17.6,48.6,7510,0
6.01057,0.8301956,22.6,193,64.6,48,3157,3157,22.8,53.4,8220,-1
0.05983462,6.127683,19.0,335,62.1,48,2639,2639,11.8,38.4,8774,-1
7.310799,-0.75657547,22.1,449,65.9,48,10675,10675,15.8,59.2,32664,-1
6.5627804,-0.8562607,24.4,45,70.5,48,664,664,21.9,55.7,1591,-1
5.859195,-1.8873724,23.3,285,71.5,48,7684,7684,17.4,56.4,19859,-1
-0.03512322,1.6278011,18.2,291,73.6,48,25974,25974,9.3,46.3,79884,-1
-2.796691,-5.1731553,11.3,243,66.3,48,1007,1007,36.3,48.5,2236,-1
3.9440677,11.015804,36.2,247,50.0,48,1587,1587,11.3,43.0,5262,0
